time_remaining,q_couriers,q_orders,Theta1,Theta2,Theta3,Theta4,action_1hr,action_1.5hr,reward,next_time_remaining,next_q_couriers,next_q_orders,next_Theta1,next_Theta2,next_Theta3,next_Theta4
170,35,12,-35,9,12,-14.096268883615068,1,2,-0.7,165,36,11,-36,11,11,-17.900596570992924
165,36,11,-36,11,11,-17.900596570992924,1,2,-0.7,160,39,9,-39,14,9,-16.833879643019625
160,39,9,-39,14,9,-16.833879643019625,0,2,-0.5,155,39,11,-39,16,13,-13.266369053336803
155,39,11,-39,16,13,-13.266369053336803,0,0,0.0,150,36,14,-36,17,15,-12.248483573064751
150,36,14,-36,17,15,-12.248483573064751,2,1,-0.65,145,36,16,-36,23,18,-14.625658697054595
145,36,16,-36,23,18,-14.625658697054595,1,0,-0.2,140,34,17,-34,31,19,-10.429770284989589
140,34,17,-34,31,19,-10.429770284989589,2,2,-0.9,135,35,23,-35,36,29,-10.668564691883851
135,35,23,-35,36,29,-10.668564691883851,2,1,-0.65,130,34,31,-34,37,33,-13.089720887264663
130,34,31,-34,37,33,-13.089720887264663,1,2,-0.7,125,33,36,-33,43,36,-14.44386185530008
125,33,36,-33,43,36,-14.44386185530008,2,0,-0.4,120,35,37,-35,39,41,-13.517565636276158
120,35,37,-35,39,41,-13.517565636276158,1,0,-0.2,115,34,43,-34,41,44,-16.00797078834256
115,34,43,-34,41,44,-16.00797078834256,0,2,-0.5,110,33,39,-33,34,45,-16.198830230937613
110,33,39,-33,34,45,-16.198830230937613,1,1,-0.45,105,33,41,-33,29,41,-18.430900045781502
105,33,41,-33,29,41,-18.430900045781502,0,2,-0.5,100,34,34,-34,24,35,-18.644468579299712
100,34,34,-34,24,35,-18.644468579299712,0,1,-0.25,95,34,29,-34,20,29,-19.33758311141623
95,34,29,-34,20,29,-19.33758311141623,0,1,-0.25,90,33,24,-33,23,25,-20.311871644380147
90,33,24,-33,23,25,-20.311871644380147,2,2,-0.9,90,33,24,-33,23,25,-20.311871644380147
540,1,0,6,0,0,0.0,2,0,-0.4,535,3,0,32,0,0,0.0
535,3,0,32,0,0,0.0,2,0,-0.4,530,6,0,30,2,0,0.0
530,6,0,30,2,0,0.0,1,2,-0.7,525,10,0,27,4,1,-1.5531779177931355
525,10,0,27,4,1,-1.5531779177931355,2,0,-0.4,520,13,2,25,5,3,-3.6796044008758244
520,13,2,25,5,3,-3.6796044008758244,1,2,-0.7,515,19,4,19,5,4,-7.646796239438254
515,19,4,19,5,4,-7.646796239438254,1,1,-0.45,510,23,5,15,10,5,-10.557027952821612
510,23,5,15,10,5,-10.557027952821612,1,1,-0.45,505,28,5,8,11,8,-10.216998658498204
505,28,5,8,11,8,-10.216998658498204,2,1,-0.65,500,31,10,7,10,11,-11.817517686892186
500,31,10,7,10,11,-11.817517686892186,0,2,-0.5,495,36,11,5,9,11,-16.817517686892188
495,36,11,5,9,11,-16.817517686892188,0,0,0.0,490,37,10,6,9,11,-15.957520079705121
490,37,10,6,9,11,-15.957520079705121,0,2,-0.5,485,40,9,0,11,9,-17.831753308779632
485,40,9,0,11,9,-17.831753308779632,0,1,-0.25,480,44,9,-3,7,10,-17.579500857708876
480,44,9,-3,7,10,-17.579500857708876,0,1,-0.25,475,46,11,-4,9,11,-20.826828553684866
475,46,11,-4,9,11,-20.826828553684866,0,0,0.0,470,45,7,-2,9,9,-12.661682101800443
470,45,7,-2,9,9,-12.661682101800443,1,0,-0.2,465,45,9,-3,11,9,-14.130492721065117
465,45,9,-3,11,9,-14.130492721065117,1,0,-0.2,460,46,9,-8,10,10,-14.196454553200407
460,46,9,-8,10,10,-14.196454553200407,2,2,-0.9,455,49,11,-12,10,11,-14.892336865239118
455,49,11,-12,10,11,-14.892336865239118,0,2,-0.5,450,51,10,-10,12,12,-15.698682367259254
450,51,10,-10,12,12,-15.698682367259254,2,2,-0.9,445,54,10,-12,12,11,-16.4994259812372
445,54,10,-12,12,11,-16.4994259812372,1,2,-0.7,440,58,12,-18,12,14,-15.127036422779664
440,58,12,-18,12,14,-15.127036422779664,1,1,-0.45,435,57,12,-19,9,12,-14.985208187911079
435,57,12,-19,9,12,-14.985208187911079,2,2,-0.9,430,62,12,-26,9,12,-17.365579662841537
430,62,12,-26,9,12,-17.365579662841537,0,1,-0.25,425,63,9,-24,8,9,-18.303710564070524
425,63,9,-24,8,9,-18.303710564070524,2,2,-0.9,420,64,9,-27,9,9,-23.303710564070524
420,64,9,-27,9,9,-23.303710564070524,0,1,-0.25,415,60,8,-24,7,9,-20.9555985155166
415,60,8,-24,7,9,-20.9555985155166,0,0,0.0,410,59,9,-27,6,9,-15.414007687489491
410,59,9,-27,6,9,-15.414007687489491,0,1,-0.25,405,58,7,-30,6,7,-11.451495952078643
405,58,7,-30,6,7,-11.451495952078643,1,0,-0.2,400,59,6,-28,6,6,-13.754672272308147
400,59,6,-28,6,6,-13.754672272308147,1,0,-0.2,395,56,6,-20,7,6,-18.754672272308145
395,56,6,-20,7,6,-18.754672272308145,0,0,0.0,390,55,6,-18,4,7,-20.602790274772918
390,55,6,-18,4,7,-20.602790274772918,0,2,-0.5,385,52,7,-14,3,7,-21.349611495906412
385,52,7,-14,3,7,-21.349611495906412,2,0,-0.4,380,55,4,-17,5,4,-13.21035461113842
380,55,4,-17,5,4,-13.21035461113842,2,1,-0.65,375,60,3,-20,7,4,-10.261090781239005
375,60,3,-20,7,4,-10.261090781239005,2,2,-0.9,370,64,5,-22,11,6,-10.997408987677366
370,64,5,-22,11,6,-10.997408987677366,0,1,-0.25,365,60,7,-20,11,7,-14.168199361109966
365,60,7,-20,11,7,-14.168199361109966,0,0,0.0,360,57,11,-17,15,12,-12.551954282240173
360,57,11,-17,15,12,-12.551954282240173,0,1,-0.25,355,58,11,-15,17,11,-12.9461901050589
355,58,11,-15,17,11,-12.9461901050589,2,1,-0.65,350,61,15,-16,17,16,-11.59396390586085
350,61,15,-16,17,16,-11.59396390586085,1,2,-0.7,345,63,17,-15,16,18,-15.009977023455466
345,63,17,-15,16,18,-15.009977023455466,2,1,-0.65,340,60,17,-11,16,17,-17.255541075657483
340,60,17,-11,16,17,-17.255541075657483,0,1,-0.25,335,58,16,-6,17,18,-17.435498368910665
335,58,16,-6,17,18,-17.435498368910665,0,0,0.0,330,60,16,-10,13,18,-15.495549717364336
330,60,16,-10,13,18,-15.495549717364336,2,1,-0.65,325,63,17,-12,12,17,-17.85446423972728
325,63,17,-12,12,17,-17.85446423972728,0,1,-0.25,320,60,13,-6,15,13,-16.939038728584645
320,60,13,-6,15,13,-16.939038728584645,1,0,-0.2,315,57,12,-1,16,13,-16.785890301948914
315,57,12,-1,16,13,-16.785890301948914,1,0,-0.2,310,55,15,0,17,15,-15.023218220080356
310,55,15,0,17,15,-15.023218220080356,1,1,-0.45,305,60,16,-3,19,18,-15.467726366296372
305,60,16,-3,19,18,-15.467726366296372,0,0,0.0,300,59,17,-2,34,18,-13.450139871708428
300,59,17,-2,34,18,-13.450139871708428,0,0,0.0,295,56,19,-1,39,23,-10.60251216111285
295,56,19,-1,39,23,-10.60251216111285,0,1,-0.25,290,52,34,2,39,37,-10.10595655393252
290,52,34,2,39,37,-10.10595655393252,2,1,-0.65,285,50,39,5,43,41,-13.121259517570534
285,50,39,5,43,41,-13.121259517570534,0,1,-0.25,280,48,39,8,39,41,-14.388364724058997
280,48,39,8,39,41,-14.388364724058997,1,2,-0.7,275,52,43,1,40,44,-16.905116144479745
275,52,43,1,40,44,-16.905116144479745,0,1,-0.25,270,53,39,-4,25,41,-19.316399313874093
270,53,39,-4,25,41,-19.316399313874093,0,2,-0.5,265,53,40,-4,24,40,-21.001314135007107
265,53,40,-4,24,40,-21.001314135007107,2,0,-0.4,260,53,25,-7,23,26,-19.040314480978033
260,53,25,-7,23,26,-19.040314480978033,2,1,-0.65,255,53,24,-8,20,24,-17.966763106938274
255,53,24,-8,20,24,-17.966763106938274,0,1,-0.25,250,54,23,-10,22,24,-16.27145860871082
250,54,23,-10,22,24,-16.27145860871082,0,2,-0.5,245,52,20,-9,16,21,-14.723580533248102
245,52,20,-9,16,21,-14.723580533248102,2,2,-0.9,240,56,22,-11,17,22,-17.613469759952874
240,56,22,-11,17,22,-17.613469759952874,0,1,-0.25,235,59,16,-15,14,16,-18.37819820594852
235,59,16,-15,14,16,-18.37819820594852,0,1,-0.25,230,61,17,-18,14,17,-20.396370277213755
230,61,17,-18,14,17,-20.396370277213755,2,0,-0.4,225,62,14,-21,13,17,-15.987728577717084
225,62,14,-21,13,17,-15.987728577717084,2,2,-0.9,220,65,14,-25,12,15,-15.172045330269551
220,65,14,-25,12,15,-15.172045330269551,0,1,-0.25,215,65,13,-27,14,14,-14.668572901337525
215,65,13,-27,14,14,-14.668572901337525,1,2,-0.7,210,66,12,-29,15,12,-14.351050573669701
210,66,12,-29,15,12,-14.351050573669701,1,2,-0.7,205,69,14,-32,14,15,-15.953223440600505
205,69,14,-32,14,15,-15.953223440600505,1,0,-0.2,200,70,15,-35,13,15,-16.97785389450254
200,70,15,-35,13,15,-16.97785389450254,0,1,-0.25,195,70,14,-39,12,16,-16.769759117912766
195,70,14,-39,12,16,-16.769759117912766,1,2,-0.7,190,70,13,-44,12,13,-16.02833228882275
190,70,13,-44,12,13,-16.02833228882275,2,2,-0.9,185,73,12,-51,10,12,-17.331039772136123
185,73,12,-51,10,12,-17.331039772136123,0,0,0.0,180,69,12,-50,12,12,-17.180022768825737
180,69,12,-50,12,12,-17.180022768825737,2,0,-0.4,175,68,10,-51,11,11,-18.293852515436605
175,68,10,-51,11,11,-18.293852515436605,0,0,0.0,170,67,12,-50,9,12,-14.096268883615068
170,67,12,-50,9,12,-14.096268883615068,1,0,-0.2,165,66,11,-52,11,11,-17.900596570992924
165,66,11,-52,11,11,-17.900596570992924,1,2,-0.7,160,69,9,-56,14,9,-16.833879643019625
160,69,9,-56,14,9,-16.833879643019625,1,0,-0.2,155,68,11,-57,16,13,-13.266369053336803
155,68,11,-57,16,13,-13.266369053336803,0,0,0.0,150,62,14,-51,17,15,-12.248483573064751
150,62,14,-51,17,15,-12.248483573064751,1,2,-0.7,145,63,16,-54,23,18,-14.625658697054595
145,63,16,-54,23,18,-14.625658697054595,0,2,-0.5,140,61,17,-54,31,19,-10.429770284989589
140,61,17,-54,31,19,-10.429770284989589,0,1,-0.25,135,63,23,-57,36,29,-10.668564691883851
135,63,23,-57,36,29,-10.668564691883851,0,1,-0.25,130,60,31,-56,37,33,-13.089720887264663
130,60,31,-56,37,33,-13.089720887264663,1,2,-0.7,125,59,36,-56,43,36,-14.44386185530008
125,59,36,-56,43,36,-14.44386185530008,0,1,-0.25,120,60,37,-58,39,41,-13.517565636276158
120,60,37,-58,39,41,-13.517565636276158,1,2,-0.7,115,58,43,-58,41,44,-16.00797078834256
115,58,43,-58,41,44,-16.00797078834256,1,1,-0.45,110,59,39,-59,34,45,-16.198830230937613
110,59,39,-59,34,45,-16.198830230937613,1,2,-0.7,105,60,41,-60,29,41,-18.430900045781502
105,60,41,-60,29,41,-18.430900045781502,1,2,-0.7,100,61,34,-61,24,35,-18.644468579299712
100,61,34,-61,24,35,-18.644468579299712,2,1,-0.65,95,61,29,-61,20,29,-19.33758311141623
95,61,29,-61,20,29,-19.33758311141623,1,0,-0.2,90,61,24,-61,23,25,-20.311871644380147
90,61,24,-61,23,25,-20.311871644380147,2,0,-0.4,90,61,24,-61,23,25,-20.311871644380147
540,1,0,40,0,0,0.0,1,2,-0.7,535,6,0,63,0,0,0.0
535,6,0,63,0,0,0.0,1,0,-0.2,530,10,0,59,2,0,0.0
530,10,0,59,2,0,0.0,2,2,-0.9,525,18,0,50,4,1,-1.5531779177931355
525,18,0,50,4,1,-1.5531779177931355,0,1,-0.25,520,22,2,47,5,3,-3.6796044008758244
520,22,2,47,5,3,-3.6796044008758244,2,1,-0.65,515,31,4,35,5,4,-7.646796239438254
515,31,4,35,5,4,-7.646796239438254,2,1,-0.65,510,38,5,27,10,5,-10.557027952821612
510,38,5,27,10,5,-10.557027952821612,1,2,-0.7,505,46,5,16,11,8,-10.216998658498204
505,46,5,16,11,8,-10.216998658498204,1,0,-0.2,500,50,10,15,10,11,-11.817517686892186
500,50,10,15,10,11,-11.817517686892186,1,2,-0.7,495,58,11,12,9,11,-16.817517686892188
495,58,11,12,9,11,-16.817517686892188,0,0,0.0,490,59,10,15,9,11,-15.957520079705121
490,59,10,15,9,11,-15.957520079705121,0,0,0.0,485,62,9,8,11,9,-17.831753308779632
485,62,9,8,11,9,-17.831753308779632,0,1,-0.25,480,67,9,0,7,10,-17.579500857708876
480,67,9,0,7,10,-17.579500857708876,0,0,0.0,475,68,11,-1,9,11,-20.826828553684866
475,68,11,-1,9,11,-20.826828553684866,0,0,0.0,470,66,7,3,9,9,-12.661682101800443
470,66,7,3,9,9,-12.661682101800443,2,2,-0.9,465,68,9,2,11,9,-14.130492721065117
465,68,9,2,11,9,-14.130492721065117,2,0,-0.4,460,71,9,-5,10,10,-14.196454553200407
460,71,9,-5,10,10,-14.196454553200407,0,1,-0.25,455,73,11,-9,10,11,-14.892336865239118
455,73,11,-9,10,11,-14.892336865239118,1,1,-0.45,450,75,10,-9,12,12,-15.698682367259254
450,75,10,-9,12,12,-15.698682367259254,0,0,0.0,445,75,10,-6,12,11,-16.4994259812372
445,75,10,-6,12,11,-16.4994259812372,0,0,0.0,440,78,12,-12,12,14,-15.127036422779664
440,78,12,-12,12,14,-15.127036422779664,0,0,0.0,435,74,12,-12,9,12,-14.985208187911079
435,74,12,-12,9,12,-14.985208187911079,1,1,-0.45,430,80,12,-21,9,12,-17.365579662841537
430,80,12,-21,9,12,-17.365579662841537,1,2,-0.7,425,83,9,-19,8,9,-18.303710564070524
425,83,9,-19,8,9,-18.303710564070524,1,1,-0.45,420,85,9,-23,9,9,-23.303710564070524
420,85,9,-23,9,9,-23.303710564070524,1,2,-0.7,415,82,8,-23,7,9,-20.9555985155166
415,82,8,-23,7,9,-20.9555985155166,2,1,-0.65,410,84,9,-30,6,9,-15.414007687489491
410,84,9,-30,6,9,-15.414007687489491,1,2,-0.7,405,82,7,-31,6,7,-11.451495952078643
405,82,7,-31,6,7,-11.451495952078643,0,2,-0.5,400,83,6,-32,6,6,-13.754672272308147
400,83,6,-32,6,6,-13.754672272308147,2,2,-0.9,395,84,6,-26,7,6,-18.754672272308145
395,84,6,-26,7,6,-18.754672272308145,1,1,-0.45,390,83,6,-23,4,7,-20.602790274772918
390,83,6,-23,4,7,-20.602790274772918,0,1,-0.25,385,81,7,-21,3,7,-21.349611495906412
385,81,7,-21,3,7,-21.349611495906412,2,1,-0.65,380,87,4,-26,5,4,-13.21035461113842
380,87,4,-26,5,4,-13.21035461113842,2,1,-0.65,375,93,3,-30,7,4,-10.261090781239005
375,93,3,-30,7,4,-10.261090781239005,1,2,-0.7,370,99,5,-35,11,6,-10.997408987677366
370,99,5,-35,11,6,-10.997408987677366,2,1,-0.65,365,96,7,-34,11,7,-14.168199361109966
365,96,7,-34,11,7,-14.168199361109966,0,2,-0.5,360,93,11,-27,15,12,-12.551954282240173
360,93,11,-27,15,12,-12.551954282240173,0,2,-0.5,355,95,11,-26,17,11,-12.9461901050589
355,95,11,-26,17,11,-12.9461901050589,0,1,-0.25,350,97,15,-26,17,16,-11.59396390586085
350,97,15,-26,17,16,-11.59396390586085,0,2,-0.5,345,100,17,-26,16,18,-15.009977023455466
345,100,17,-26,16,18,-15.009977023455466,1,0,-0.2,340,97,17,-18,16,17,-17.255541075657483
340,97,17,-18,16,17,-17.255541075657483,0,0,0.0,335,91,16,-10,17,18,-17.435498368910665
335,91,16,-10,17,18,-17.435498368910665,0,0,0.0,330,91,16,-9,13,18,-15.495549717364336
330,91,16,-9,13,18,-15.495549717364336,1,2,-0.7,325,95,17,-9,12,17,-17.85446423972728
325,95,17,-9,12,17,-17.85446423972728,1,1,-0.45,320,91,13,-4,15,13,-16.939038728584645
320,91,13,-4,15,13,-16.939038728584645,1,0,-0.2,315,85,12,2,16,13,-16.785890301948914
315,85,12,2,16,13,-16.785890301948914,0,2,-0.5,310,82,15,6,17,15,-15.023218220080356
310,82,15,6,17,15,-15.023218220080356,2,1,-0.65,305,86,16,6,19,18,-15.467726366296372
305,86,16,6,19,18,-15.467726366296372,1,1,-0.45,300,86,17,3,34,18,-13.450139871708428
300,86,17,3,34,18,-13.450139871708428,1,1,-0.45,295,84,19,3,39,23,-10.60251216111285
295,84,19,3,39,23,-10.60251216111285,2,2,-0.9,290,83,34,3,39,37,-10.10595655393252
290,83,34,3,39,37,-10.10595655393252,0,2,-0.5,285,82,39,3,43,41,-13.121259517570534
285,82,39,3,43,41,-13.121259517570534,1,2,-0.7,280,80,39,6,39,41,-14.388364724058997
280,80,39,6,39,41,-14.388364724058997,1,2,-0.7,275,86,43,-4,40,44,-16.905116144479745
275,86,43,-4,40,44,-16.905116144479745,2,2,-0.9,270,89,39,-14,25,41,-19.316399313874093
270,89,39,-14,25,41,-19.316399313874093,2,1,-0.65,265,89,40,-13,24,40,-21.001314135007107
265,89,40,-13,24,40,-21.001314135007107,0,1,-0.25,260,88,25,-15,23,26,-19.040314480978033
260,88,25,-15,23,26,-19.040314480978033,2,2,-0.9,255,89,24,-16,20,24,-17.966763106938274
255,89,24,-16,20,24,-17.966763106938274,1,0,-0.2,250,91,23,-21,22,24,-16.27145860871082
250,91,23,-21,22,24,-16.27145860871082,1,0,-0.2,245,88,20,-19,16,21,-14.723580533248102
245,88,20,-19,16,21,-14.723580533248102,0,1,-0.25,240,92,22,-22,17,22,-17.613469759952874
240,92,22,-22,17,22,-17.613469759952874,1,1,-0.45,235,94,16,-26,14,16,-18.37819820594852
235,94,16,-26,14,16,-18.37819820594852,0,0,0.0,230,93,17,-24,14,17,-20.396370277213755
230,93,17,-24,14,17,-20.396370277213755,1,1,-0.45,225,96,14,-28,13,17,-15.987728577717084
225,96,14,-28,13,17,-15.987728577717084,2,2,-0.9,220,100,14,-33,12,15,-15.172045330269551
220,100,14,-33,12,15,-15.172045330269551,1,2,-0.7,215,101,13,-36,14,14,-14.668572901337525
215,101,13,-36,14,14,-14.668572901337525,2,1,-0.65,210,102,12,-37,15,12,-14.351050573669701
210,102,12,-37,15,12,-14.351050573669701,2,2,-0.9,205,106,14,-40,14,15,-15.953223440600505
205,106,14,-40,14,15,-15.953223440600505,1,2,-0.7,200,108,15,-44,13,15,-16.97785389450254
200,108,15,-44,13,15,-16.97785389450254,2,0,-0.4,195,106,14,-46,12,16,-16.769759117912766
195,106,14,-46,12,16,-16.769759117912766,1,2,-0.7,190,106,13,-53,12,13,-16.02833228882275
190,106,13,-53,12,13,-16.02833228882275,0,1,-0.25,185,107,12,-59,10,12,-17.331039772136123
185,107,12,-59,10,12,-17.331039772136123,1,1,-0.45,180,103,12,-58,12,12,-17.180022768825737
180,103,12,-58,12,12,-17.180022768825737,0,0,0.0,175,100,10,-60,11,11,-18.293852515436605
175,100,10,-60,11,11,-18.293852515436605,2,0,-0.4,170,100,12,-63,9,12,-14.096268883615068
170,100,12,-63,9,12,-14.096268883615068,0,0,0.0,165,96,11,-64,11,11,-17.900596570992924
165,96,11,-64,11,11,-17.900596570992924,1,2,-0.7,160,100,9,-71,14,9,-16.833879643019625
160,100,9,-71,14,9,-16.833879643019625,0,1,-0.25,155,99,11,-76,16,13,-13.266369053336803
155,99,11,-76,16,13,-13.266369053336803,0,0,0.0,150,90,14,-69,17,15,-12.248483573064751
150,90,14,-69,17,15,-12.248483573064751,0,2,-0.5,145,90,16,-75,23,18,-14.625658697054595
145,90,16,-75,23,18,-14.625658697054595,2,2,-0.9,140,91,17,-79,31,19,-10.429770284989589
140,91,17,-79,31,19,-10.429770284989589,0,1,-0.25,135,91,23,-82,36,29,-10.668564691883851
